Account,Report_Time,Resource_Type,Resource,Current_State,Monitor_DisplayName,Title,Message,Icm_OwningTeamId,Forest,WorkloadName,TeamName,Troubleshooting_Text,Additional_Info,Problem,Incident_ID
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 22:27:32Z ,"Resource: NULL_NULL_AREP273_NULL_NULL_True_CM, OED, ACE_Synced_ _Onboarding ( open resource in health page )","NULL_NULL_AREP273_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in AREP273 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 0. Expression: MRSFailedOrStuckTooMany = 0. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 54. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = Violated. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""AREP273""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Synced""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""AREP273""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor",[MRSFailureMonitorV2] A migration batch for in AREP273 has been impacted by a number of MRS exceptions,637539834
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 22:27:32Z ,"Resource: NULL_NULL_AUSP282_NULL_NULL_True_CM, OED, ACE_Synced_ _Onboarding ( open resource in health page )","NULL_NULL_AUSP282_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in AUSP282 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 0. Expression: MRSFailedOrStuckTooMany = 0. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 26. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = Violated. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""AUSP282""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Synced""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""AUSP282""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor",[MRSFailureMonitorV2] A migration batch for in AUSP282 has been impacted by a number of MRS exceptions,637539833
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 22:27:32Z ,"Resource: NULL_NULL_DEUP281_NULL_NULL_True_CM, OED, ACE_Synced_ _Onboarding ( open resource in health page )","NULL_NULL_DEUP281_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in DEUP281 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 0. Expression: MRSFailedOrStuckTooMany = 0. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 82. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = Violated. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""DEUP281""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Synced""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""DEUP281""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor",[MRSFailureMonitorV2] A migration batch for in DEUP281 has been impacted by a number of MRS exceptions,637539832
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 22:27:32Z ,"Resource: NULL_NULL_gbrp123_NULL_NULL_True_CM, OED, ACE_Synced_ _Onboarding ( open resource in health page )","NULL_NULL_gbrp123_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in gbrp123 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 0. Expression: MRSFailedOrStuckTooMany = 0. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 102. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = Violated. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""gbrp123""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Synced""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""gbrp123""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor",[MRSFailureMonitorV2] A migration batch for in gbrp123 has been impacted by a number of MRS exceptions,637539821
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 21:45:02Z ,"Resource: NULL_NULL_namprd18_NULL_NULL_True_CM, OED, ACE_Synced_ _Onboarding ( open resource in health page )","NULL_NULL_namprd18_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in namprd18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 0. Expression: MRSFailedOrStuckTooMany = 0. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 12254. Alert Condition: MRSFailedOrStuck = NoViolation. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = Violated. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Synced""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Synced""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":""",[MRSFailureMonitorV2] A migration batch for in namprd18 has been impacted by a number of MRS exceptions,637530185
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 21:45:02Z ,"Resource: KeyVaultFailureException_Source_NAMPRD18_NULL_NULL_True_CM, OED, ACE_Failed_ _Onboarding ( open resource in health page )","KeyVaultFailureException_Source_NAMPRD18_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 23. Expression: MRSFailedOrStuckTooMany = 2. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = Violated. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""KeyVaultFailureException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Source""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""KeyVaultFailureException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Source""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""KeyVaultFailureException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Source""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""KeyVaultFailureException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Source""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":""",[MRSFailureMonitorV2] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,637530174
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 21:45:02Z ,"Resource: UpdateMovedMailboxPermanentException_Target_namprd18_NULL_NULL_True_CM, OED, ACE_Failed_ _Onboarding ( open resource in health page )","UpdateMovedMailboxPermanentException_Target_namprd18_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in namprd18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 23. Expression: MRSFailedOrStuckTooMany = 2. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = Violated. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""UpdateMovedMailboxPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Target""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""UpdateMovedMailboxPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Target""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""UpdateMovedMailboxPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Target""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""UpdateMovedMailboxPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""Target""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""namprd18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":""",[MRSFailureMonitorV2] A migration batch for in namprd18 has been impacted by a number of MRS exceptions,637530166
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 21:45:02Z ,"Resource: TooManyTransientFailureRetriesPermanentException_NULL_NAMPRD18_NULL_NULL_True_CM, OED, ACE_Failed_ _Onboarding ( open resource in health page )","TooManyTransientFailureRetriesPermanentException_NULL_NAMPRD18_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 23. Expression: MRSFailedOrStuckTooMany = 2. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = Violated. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""TooManyTransientFailureRetriesPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""TooManyTransientFailureRetriesPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""TooManyTransientFailureRetriesPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""TooManyTransientFailureRetriesPermanentException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":""",[MRSFailureMonitorV2] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,637530164
Monitor: MRSFailuresV2 ( view monitor ),2025-06-01 21:45:02Z ,"Resource: MigrationTargetInvocationException_NULL_NAMPRD18_NULL_NULL_True_CM, OED, ACE_Failed_ _Onboarding ( open resource in health page )","MigrationTargetInvocationException_NULL_NAMPRD18_NULL_NULL_True_CM,",,Hybrid,[MRSFailureMonitorV2] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,Resource is unhealthy. Expression: MRSFailedOrStuck = 23. Expression: MRSFailedOrStuckTooMany = 2. Expression: MRSFailuresOnly = 0. Expression: MRSStuckNoFailure = 0. Alert Condition: MRSFailedOrStuck = Violated. Alert Condition: MRSFailedOrStuckTooMany = NoViolation. Alert Condition: MRSStuckNoFailure = NoViolation. Alert Condition: MRSFailuresOnly = NoViolation. Lookback duration: 02:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,"https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""MigrationTargetInvocationException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""MigrationTargetInvocationException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/migration/migrationfailuremonitor | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresFailedOrStuck?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""MigrationTargetInvocationException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='IsStuck']"",""key"":""value"",""replacement"":""True""},{""query"":""//*[id='Status']"",""key"":""value"",""replacement"":""Failed""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":"" | https://jarvis-west-aux-tm.trafficmanager.net:44300/capture/dashboard/O365_Account/TenantMonitoring/TenantPivot/MRSFailuresOnly?width=800&height=8000&overrides=[{""query"":""//*[id='Failure']"",""key"":""value"",""replacement"":""MigrationTargetInvocationException""},{""query"":""//*[id='FailureSide']"",""key"":""value"",""replacement"":""NULL""},{""query"":""//*[id='Forest']"",""key"":""value"",""replacement"":""NAMPRD18""},{""query"":""//*[id='TenantID']"",""key"":""value"",""replacement"":""",[MRSFailureMonitorV2] A migration batch for in NAMPRD18 has been impacted by a number of MRS exceptions,637530158
,,,,,,,,,,,,Troubleshooting: Troubleshooting:,https://o365exchange.visualstudio.com/DefaultCollection/O365%20Core/_workitems/edit/5779744 | https://o365exchange.visualstudio.com/O365%20Core/_workitems/edit/5775382 | https://iridias.microsoft.com/incidentcentral?id=EX1078664 | https://o365exchange.visualstudio.com/ | https://o365exchange.visualstudio.com/DefaultCollection/O365%20Core/_workitems/edit/5779744,,637806901
,,,,,,,Andre Richard,,,,,,,Andre Richard,637798764
Monitor: LLMAPIFailedEventsMonitor_PROD ( view monitor ),2025-07-08 21:35:48Z ,Resource: True_404_PROD ( open resource in health page ),True_404_PROD,,Hybrid,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 404 API Events has been detected in Role : PROD,Resource is unhealthy. Expression: expression_Prod = 836. Alert Condition: alertCondition_Prod = Violated. Lookback duration: 03:00:00.,EXCHANGE\SignalsOnboarding07,,Exchange,SignalsOnboarding07,How to read this page: How to read this page:,https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor | https://eng.ms/docs/experiences-devices/m365-core/o365-enterprise-cloud/o365-ecc-live-site/ecc-live-site/livesite/tsgs/llmapi/llmapifailuremonitor,[LLMAPIFailedEventsMonitor]  A Spike in HttpStatus : 404 API Events has been detected in Role : PROD,653660761
